ID,Name,Types,Attack,Defense,Stamina,Fast Moves,Charge Moves
125,Electabuzz,Electric,198,158,163,"Low Kick, Thunder Shock","Thunder, Thunder Punch, Thunderbolt, Frustration (Shadow), Return (Purified)"
126,Magmar,Fire,206,154,163,"Ember, Karate Chop","Fire Blast, Fire Punch, Flamethrower, Scorching Sands, Frustration (Shadow), Return (Purified)"
127,Pinsir,Bug,238,182,163,"Bug Bite, Fury Cutter, Rock Smash","Close Combat, Superpower, Vise Grip, X-Scissor, Submission (legacy), Frustration (Shadow), Return (Purified)"
127,Mega Pinsir,"Bug, Flying",305,231,163,,
128,Tauros,Normal,198,183,181,"Tackle, Zen Headbutt","Earthquake, Horn Attack, Iron Head, Trailblaze"
128,Tauros Combat Breed,Fighting,210,193,181,"Double Kick, Tackle, Zen Headbutt","Close Combat, Earthquake, Iron Head, Trailblaze"
128,Tauros Blaze Breed,"Fighting, Fire",210,193,181,"Double Kick, Tackle, Zen Headbutt","Earthquake, Flame Charge, Iron Head, Trailblaze"
128,Tauros Aqua Breed,"Fighting, Water",210,193,181,"Double Kick, Tackle, Zen Headbutt","Aqua Jet, Earthquake, Iron Head, Trailblaze"
129,Magikarp,Water,29,85,85,Splash,"Struggle, Frustration (Shadow), Return (Purified)"
130,Gyarados,"Water, Flying",237,186,216,"Bite, Dragon Breath, Waterfall, Dragon Tail (legacy)","Crunch, Hydro Pump, Outrage, Twister, Dragon Pulse (legacy), Aqua Tail (Community Day), Frustration (Shadow), Return (Purified)"
130,Mega Gyarados,"Water, Dark",292,247,216,,
131,Lapras,"Water, Ice",165,174,277,"Frost Breath, Psywave, Water Gun, Ice Shard (legacy)","Blizzard, Hydro Pump, Skull Bash, Sparkling Aria, Surf, Dragon Pulse (legacy), Ice Beam (legacy), Frustration (Shadow), Return (Purified)"
132,Ditto,Normal,91,91,134,Transform,Struggle
133,Eevee,Normal,104,114,146,"Quick Attack, Tackle","Dig, Swift, Body Slam (legacy), Last Resort (Community Day)"
134,Vaporeon,Water,205,161,277,Water Gun,"Aqua Tail, Hydro Pump, Liquidation, Water Pulse, Last Resort (Community Day), Scald (Community Day)"
135,Jolteon,Electric,232,182,163,"Thunder Shock, Volt Switch","Discharge, Thunder, Thunderbolt, Last Resort (Community Day), Zap Cannon (Community Day)"
136,Flareon,Fire,246,179,163,"Ember, Fire Spin","Fire Blast, Flamethrower, Overheat, Heat Wave (legacy), Last Resort (Community Day), Superpower (Community Day)"
137,Porygon,Normal,153,136,163,"Charge Beam, Hidden Power, Tackle (legacy), Zen Headbutt (legacy)","Hyper Beam, Solar Beam, Zap Cannon, Discharge (legacy), Psybeam (legacy), Signal Beam (legacy), Frustration (Shadow), Return (Purified)"
138,Omanyte,"Rock, Water",155,153,111,"Mud Shot, Water Gun","Ancient Power, Bubble Beam, Rock Blast, Brine (legacy), Rock Tomb (legacy), Frustration (Shadow), Return (Purified)"
139,Omastar,"Rock, Water",207,201,172,"Mud Shot, Water Gun, Rock Throw (legacy)","Ancient Power, Hydro Pump, Rock Blast, Rock Slide (legacy), Frustration (Shadow), Return (Purified)"
140,Kabuto,"Rock, Water",148,140,102,"Mud Shot, Scratch","Ancient Power, Aqua Jet, Rock Tomb, Frustration (Shadow), Return (Purified)"
141,Kabutops,"Rock, Water",220,186,155,"Mud Shot, Rock Smash, Waterfall, Fury Cutter (legacy)","Ancient Power, Stone Edge, Water Pulse, Frustration (Shadow), Return (Purified)"
142,Aerodactyl,"Rock, Flying",221,159,190,"Bite, Dragon Breath, Rock Throw, Steel Wing","Ancient Power, Earth Power, Hyper Beam, Iron Head, Rock Slide, Frustration (Shadow), Return (Purified)"
142,Mega Aerodactyl,"Rock, Flying",292,210,190,,
143,Snorlax,Normal,190,169,330,"Lick, Zen Headbutt, Yawn (legacy)","Body Slam, Earthquake, Heavy Slam, Hyper Beam, Outrage, Skull Bash, Superpower, Frustration (Shadow), Return (Purified)"
144,Articuno,"Ice, Flying",192,236,207,"Frost Breath, Ice Shard","Ancient Power, Blizzard, Ice Beam, Icy Wind, Triple Axel, Hurricane (legacy), Frustration (Shadow), Return (Purified)"
144,Galarian Articuno,"Psychic, Flying",250,197,207,"Confusion, Psycho Cut","Ancient Power, Brave Bird, Fly, Future Sight, Frustration (Shadow), Return (Purified)"
145,Zapdos,"Electric, Flying",253,185,207,"Charge Beam, Thunder Shock (legacy)","Ancient Power, Drill Peck, Thunder, Thunderbolt, Zap Cannon, Frustration (Shadow), Return (Purified)"
145,Galarian Zapdos,"Fighting, Flying",252,189,207,Counter,"Ancient Power, Brave Bird, Close Combat, Fly, Frustration (Shadow), Return (Purified)"
146,Moltres,"Fire, Flying",251,181,207,"Fire Spin, Wing Attack","Ancient Power, Fire Blast, Heat Wave, Overheat, Sky Attack (legacy), Frustration (Shadow), Return (Purified)"
146,Galarian Moltres,"Dark, Flying",202,231,207,"Sucker Punch, Wing Attack","Ancient Power, Brave Bird, Fly, Payback, Frustration (Shadow), Return (Purified)"
147,Dratini,Dragon,119,91,121,"Dragon Breath, Iron Tail","Aqua Tail, Twister, Wrap, Frustration (Shadow), Return (Purified)"
148,Dragonair,Dragon,163,135,156,"Dragon Breath, Iron Tail","Aqua Tail, Body Slam, Dragon Pulse, Wrap, Frustration (Shadow), Return (Purified)"
149,Dragonite,"Dragon, Flying",263,198,209,"Dragon Breath, Dragon Tail, Steel Wing","Dragon Claw, Hurricane, Hyper Beam, Outrage, Superpower, Thunder Punch, Dragon Pulse (legacy), Draco Meteor (Community Day), Frustration (Shadow), Return (Purified)"
150,Mewtwo,Psychic,300,182,214,"Confusion, Psycho Cut","Flamethrower, Focus Blast, Ice Beam, Psychic, Thunderbolt, Hyper Beam (legacy), Psystrike (legacy), Shadow Ball (legacy), Frustration (Shadow), Return (Purified)"
150,Armored Mewtwo,Psychic,182,278,214,"Confusion, Iron Tail","Dynamic Punch, Earthquake, Future Sight, Rock Slide, Psystrike (legacy), Frustration (Shadow), Return (Purified)"
151,Mew,Psychic,210,210,225,"Charge Beam, Cut, Dragon Tail, Frost Breath, Infestation, Poison Jab, Pound, Rock Smash, Shadow Claw, Snarl, Steel Wing, Struggle Bug, Volt Switch, Waterfall","Ancient Power, Blizzard, Bulldoze, Dark Pulse, Dazzling Gleam, Dragon Claw, Energy Ball, Flame Charge, Flash Cannon, Focus Blast, Grass Knot, Gyro Ball, Hyper Beam, Ice Beam, Low Sweep, Overheat, Psychic, Psyshock, Rock Slide, Solar Beam, Stone Edge, Surf, Thunder, Thunderbolt, Wild Charge"
152,Chikorita,Grass,92,122,128,"Magical Leaf, Tackle, Vine Whip","Body Slam, Energy Ball, Grass Knot, Frustration (Shadow), Return (Purified)"
153,Bayleef,Grass,122,155,155,"Magical Leaf, Razor Leaf, Tackle","Ancient Power, Energy Ball, Grass Knot, Frustration (Shadow), Return (Purified)"
154,Meganium,Grass,168,202,190,"Magical Leaf, Razor Leaf, Vine Whip","Earthquake, Petal Blizzard, Solar Beam, Frenzy Plant (Community Day), Frustration (Shadow), Return (Purified)"
155,Cyndaquil,Fire,116,93,118,"Ember, Tackle","Flame Charge, Flamethrower, Swift, Frustration (Shadow), Return (Purified)"
156,Quilava,Fire,158,126,151,"Ember, Tackle","Dig, Flame Charge, Flamethrower, Frustration (Shadow), Return (Purified)"
157,Typhlosion,Fire,223,173,186,"Ember, Incinerate, Shadow Claw","Fire Blast, Overheat, Solar Beam, Thunder Punch, Blast Burn (Community Day), Frustration (Shadow), Return (Purified)"
157,Hisuian Typhlosion,"Fire, Ghost",238,172,177,"Ember, Hex","Fire Punch, Night Shade, Overheat, Shadow Ball, Wild Charge, Frustration (Shadow), Return (Purified)"
158,Totodile,Water,117,109,137,"Scratch, Water Gun","Aqua Jet, Crunch, Water Pulse, Frustration (Shadow), Return (Purified)"
159,Croconaw,Water,150,142,163,"Scratch, Water Gun","Crunch, Ice Punch, Water Pulse, Frustration (Shadow), Return (Purified)"
160,Feraligatr,Water,205,188,198,"Bite, Ice Fang, Shadow Claw, Waterfall, Water Gun (legacy)","Crunch, Hydro Pump, Ice Beam, Hydro Cannon (Community Day), Frustration (Shadow), Return (Purified)"
161,Sentret,Normal,79,73,111,"Quick Attack, Scratch","Brick Break, Dig, Grass Knot"
162,Furret,Normal,148,125,198,"Quick Attack, Sucker Punch","Brick Break, Dig, Hyper Beam, Swift, Trailblaze"
163,Hoothoot,"Normal, Flying",67,88,155,"Feint Attack, Peck","Aerial Ace, Night Shade, Sky Attack"
164,Noctowl,"Normal, Flying",145,156,225,"Extrasensory, Wing Attack","Night Shade, Psychic, Shadow Ball, Sky Attack"
165,Ledyba,"Bug, Flying",72,118,120,"Bug Bite, Tackle","Aerial Ace, Silver Wind, Swift, Frustration (Shadow), Return (Purified)"
166,Ledian,"Bug, Flying",107,179,146,"Bug Bite, Counter, Struggle Bug","Aerial Ace, Bug Buzz, Dynamic Punch, Silver Wind, Frustration (Shadow), Return (Purified)"
167,Spinarak,"Bug, Poison",105,73,120,"Bug Bite, Poison Sting","Cross Poison, Night Slash, Signal Beam"
168,Ariados,"Bug, Poison",161,124,172,"Infestation, Poison Sting","Cross Poison, Lunge, Megahorn, Shadow Sneak, Trailblaze"
169,Crobat,"Poison, Flying",194,178,198,"Air Slash, Bite","Air Cutter, Cross Poison, Poison Fang, Shadow Ball, Sludge Bomb, Frustration (Shadow), Return (Purified)"
170,Chinchou,"Water, Electric",106,97,181,"Bubble, Spark","Bubble Beam, Thunderbolt, Water Pulse"
171,Lanturn,"Water, Electric",146,137,268,"Charge Beam, Spark, Water Gun","Hydro Pump, Surf, Thunder, Thunderbolt"
172,Pichu,Electric,77,53,85,Thunder Shock,"Disarming Voice, Thunder Punch, Thunderbolt"
173,Cleffa,Fairy,75,79,137,"Pound, Zen Headbutt","Grass Knot, Psyshock, Signal Beam, Swift, Body Slam (legacy), Psychic (legacy)"
174,Igglybuff,"Normal, Fairy",69,32,207,"Feint Attack, Pound","Psychic, Shadow Ball, Swift, Wild Charge, Body Slam (legacy)"
175,Togepi,Fairy,67,116,111,"Hidden Power, Peck, Zen Headbutt (legacy)","Ancient Power, Dazzling Gleam, Psyshock"
176,Togetic,"Fairy, Flying",139,181,146,"Extrasensory, Fairy Wind, Hidden Power, Steel Wing (legacy), Zen Headbutt (legacy)","Aerial Ace, Ancient Power, Dazzling Gleam, Draining Kiss, Psyshock"
177,Natu,"Psychic, Flying",134,89,120,"Peck, Quick Attack","Drill Peck, Night Shade, Psyshock, Frustration (Shadow), Return (Purified)"
178,Xatu,"Psychic, Flying",192,146,163,"Air Slash, Feint Attack, Peck","Aerial Ace, Future Sight, Ominous Wind, Psyshock, Frustration (Shadow), Return (Purified)"
179,Mareep,Electric,114,79,146,"Tackle, Thunder Shock","Body Slam, Discharge, Thunderbolt, Trailblaze, Frustration (Shadow), Return (Purified)"
180,Flaaffy,Electric,145,109,172,"Charge Beam, Tackle","Discharge, Power Gem, Thunderbolt, Trailblaze, Frustration (Shadow), Return (Purified)"
181,Ampharos,Electric,211,169,207,"Charge Beam, Volt Switch","Brutal Swing, Focus Blast, Power Gem, Thunder, Thunder Punch, Trailblaze, Zap Cannon, Dragon Pulse (Community Day), Frustration (Shadow), Return (Purified)"
181,Mega Ampharos,"Electric, Dragon",294,203,207,,
182,Bellossom,Grass,169,186,181,"Acid, Bullet Seed, Magical Leaf, Razor Leaf","Dazzling Gleam, Leaf Blade, Petal Blizzard, Frustration (Shadow), Return (Purified)"
183,Marill,"Water, Fairy",37,93,172,"Bubble, Tackle","Aqua Tail, Body Slam, Bubble Beam"
184,Azumarill,"Water, Fairy",112,152,225,"Bubble, Rock Smash","Hydro Pump, Ice Beam, Play Rough"
185,Sudowoodo,Rock,167,176,172,"Counter, Rock Throw","Earthquake, Meteor Beam, Rock Slide, Rock Tomb, Stone Edge, Trailblaze, Frustration (Shadow), Return (Purified)"
186,Politoed,Water,174,179,207,"Bubble, Mud Shot","Blizzard, Hydro Pump, Scald, Surf, Weather Ball - Water, Earthquake (legacy), Ice Beam (Community Day), Frustration (Shadow), Return (Purified)"
187,Hoppip,"Grass, Flying",67,94,111,"Bullet Seed, Tackle","Dazzling Gleam, Grass Knot, Seed Bomb, Frustration (Shadow), Return (Purified)"
188,Skiploom,"Grass, Flying",91,120,146,"Bullet Seed, Tackle","Dazzling Gleam, Energy Ball, Grass Knot, Frustration (Shadow), Return (Purified)"
189,Jumpluff,"Grass, Flying",118,183,181,"Bullet Seed, Fairy Wind, Infestation","Aerial Ace, Dazzling Gleam, Energy Ball, Solar Beam, Acrobatics (Community Day), Frustration (Shadow), Return (Purified)"
190,Aipom,Normal,136,112,146,"Astonish, Scratch","Aerial Ace, Low Sweep, Swift, Frustration (Shadow), Return (Purified)"
191,Sunkern,Grass,55,55,102,"Cut, Razor Leaf","Energy Ball, Grass Knot, Seed Bomb"
192,Sunflora,Grass,185,135,181,"Bullet Seed, Razor Leaf","Leaf Storm, Petal Blizzard, Sludge Bomb, Solar Beam"
193,Yanma,"Bug, Flying",154,94,163,"Quick Attack, Wing Attack","Aerial Ace, Ancient Power, Silver Wind"
194,Wooper,"Water, Ground",75,66,146,"Mud Shot, Water Gun","Body Slam, Dig, Mud Bomb, Frustration (Shadow), Return (Purified)"
194,Paldean Wooper,"Poison, Ground",75,66,146,"Mud Shot, Poison Jab","Body Slam, Dig, Sludge Wave, Frustration (Shadow), Return (Purified)"
195,Quagsire,"Water, Ground",152,143,216,"Mud Shot, Water Gun","Acid Spray, Drain Punch, Earthquake, Mud Bomb, Sludge Bomb, Stone Edge, Aqua Tail (Community Day), Frustration (Shadow), Return (Purified)"
196,Espeon,Psychic,261,175,163,"Confusion, Zen Headbutt","Future Sight, Psybeam, Psychic, Psychic Fangs, Last Resort (Community Day), Shadow Ball (Community Day)"
197,Umbreon,Dark,126,240,216,"Feint Attack, Snarl","Dark Pulse, Foul Play, Last Resort (Community Day), Psychic (Community Day)"
198,Murkrow,"Dark, Flying",175,87,155,"Feint Attack, Peck","Dark Pulse, Drill Peck, Foul Play, Frustration (Shadow), Return (Purified)"
199,Slowking,"Water, Psychic",177,180,216,"Confusion, Water Gun","Blizzard, Fire Blast, Psychic, Scald, Surf (Community Day), Frustration (Shadow), Return (Purified)"
199,Galarian Slowking,"Poison, Psychic",190,180,216,"Acid, Confusion, Hex","Future Sight, Psyshock, Scald, Shadow Ball, Sludge Wave, Surf (Community Day), Frustration (Shadow), Return (Purified)"
200,Misdreavus,Ghost,167,154,155,"Astonish, Hex, Psywave","Dark Pulse, Ominous Wind, Shadow Sneak, Frustration (Shadow), Return (Purified)"
201,Unown,Psychic,136,91,134,Hidden Power,Struggle
202,Wobbuffet,Psychic,60,106,382,"Charm, Counter, Splash","Mirror Coat, Frustration (Shadow), Return (Purified)"
203,Girafarig,"Normal, Psychic",182,133,172,"Confusion, Double Kick, Tackle","Mirror Coat, Psychic, Psychic Fangs, Thunderbolt, Trailblaze, Frustration (Shadow), Return (Purified)"
204,Pineco,Bug,108,122,137,"Bug Bite, Tackle","Gyro Ball, Rock Tomb, Sand Tomb, Frustration (Shadow), Return (Purified)"
205,Forretress,"Bug, Steel",161,205,181,"Bug Bite, Struggle Bug, Volt Switch","Earthquake, Heavy Slam, Mirror Shot, Rock Tomb, Sand Tomb, Frustration (Shadow), Return (Purified)"
206,Dunsparce,Normal,131,128,225,"Astonish, Bite, Rollout","Dig, Drill Run, Rock Slide"
207,Gligar,"Ground, Flying",143,184,163,"Fury Cutter, Wing Attack","Aerial Ace, Dig, Night Slash, Frustration (Shadow), Return (Purified)"
208,Steelix,"Steel, Ground",148,272,181,"Dragon Tail, Iron Tail, Thunder Fang","Breaking Swipe, Crunch, Earthquake, Heavy Slam, Psychic Fangs, Frustration (Shadow), Return (Purified)"
208,Mega Steelix,"Steel, Ground",212,327,181,,
209,Snubbull,Fairy,137,85,155,"Bite, Tackle","Brick Break, Crunch, Dazzling Gleam, Frustration (Shadow), Return (Purified)"
210,Granbull,Fairy,212,131,207,"Bite, Charm, Snarl","Close Combat, Crunch, Play Rough, Frustration (Shadow), Return (Purified)"
211,Qwilfish,"Water, Poison",184,138,163,"Poison Sting, Water Gun","Acid Spray, Aqua Tail, Fell Stinger, Ice Beam, Scald, Sludge Wave, Frustration (Shadow), Return (Purified)"
211,Hisuian Qwilfish,"Dark, Poison",184,151,163,"Poison Jab, Poison Sting","Aqua Tail, Dark Pulse, Ice Beam, Shadow Ball, Sludge Bomb, Frustration (Shadow), Return (Purified)"
212,Scizor,"Bug, Steel",236,181,172,"Bullet Punch, Fury Cutter","Iron Head, Night Slash, Trailblaze, X-Scissor, Frustration (Shadow), Return (Purified)"
212,Mega Scizor,"Bug, Steel",279,250,172,,
213,Shuckle,"Bug, Rock",17,396,85,"Rock Throw, Struggle Bug","Gyro Ball, Rock Blast, Stone Edge, Frustration (Shadow), Return (Purified)"
214,Heracross,"Bug, Fighting",234,179,190,"Counter, Struggle Bug","Close Combat, Earthquake, Megahorn, Rock Blast, Upper Hand"
214,Heracross,"Bug, Fighting",334,223,190,,
215,Sneasel,"Dark, Ice",189,146,146,"Feint Attack, Ice Shard","Avalanche, Foul Play, Ice Punch, Triple Axel, Frustration (Shadow), Return (Purified)"
215,Hisuian Sneasel,"Fighting, Poison",189,146,146,"Poison Jab, Rock Smash","Aerial Ace, Close Combat, X-Scissor, Frustration (Shadow), Return (Purified)"
216,Teddiursa,Normal,142,93,155,"Lick, Scratch","Cross Chop, Crunch, Play Rough, Swift, Trailblaze, Frustration (Shadow), Return (Purified)"
217,Ursaring,Normal,236,144,207,"Counter, Metal Claw, Shadow Claw","Close Combat, Hyper Beam, Play Rough, Swift, Trailblaze, Frustration (Shadow), Return (Purified)"
218,Slugma,Fire,118,71,120,"Ember, Rock Throw","Flame Burst, Flame Charge, Rock Slide"
219,Magcargo,"Fire, Rock",139,191,137,"Ember, Incinerate, Rock Throw","Heat Wave, Overheat, Rock Tomb, Stone Edge"
220,Swinub,"Ice, Ground",90,69,137,"Powder Snow, Tackle","Body Slam, Icy Wind, Rock Slide, Frustration (Shadow), Return (Purified)"
221,Piloswine,"Ice, Ground",181,138,225,"Ice Shard, Powder Snow","Avalanche, Bulldoze, High Horsepower, Icicle Spear, Stone Edge, Frustration (Shadow), Return (Purified)"
222,Corsola,"Water, Rock",118,156,146,"Bubble, Tackle","Bubble Beam, Power Gem, Rock Blast"
222,Galarian Corsola,Ghost,116,182,155,"Astonish, Tackle","Night Shade, Power Gem, Rock Blast"
223,Remoraid,Water,127,69,111,"Mud Shot, Water Gun","Aurora Beam, Rock Blast, Water Pulse"
224,Octillery,Water,197,141,181,"Lock-On, Mud Shot, Water Gun","Acid Spray, Aurora Beam, Gunk Shot, Octazooka, Water Pulse"
225,Delibird,"Ice, Flying",128,90,128,Present,"Aerial Ace, Fly, Ice Punch, Icy Wind, Triple Axel, Frustration (Shadow), Return (Purified)"
226,Mantine,"Water, Flying",148,226,163,"Bubble, Bullet Seed, Wing Attack","Aerial Ace, Bubble Beam, Ice Beam, Water Pulse"
227,Skarmory,"Steel, Flying",148,226,163,"Air Slash, Steel Wing","Brave Bird, Flash Cannon, Sky Attack, Frustration (Shadow), Return (Purified)"
228,Houndour,"Dark, Fire",152,83,128,"Ember, Feint Attack","Crunch, Dark Pulse, Flamethrower, Frustration (Shadow), Return (Purified)"
229,Houndoom,"Dark, Fire",224,144,181,"Fire Fang, Snarl","Crunch, Fire Blast, Flamethrower, Foul Play, Frustration (Shadow), Return (Purified)"
229,Mega Houndoom,"Dark, Fire",289,194,181,,
230,Kingdra,"Water, Dragon",194,194,181,"Dragon Breath, Waterfall, Water Gun (legacy)","Blizzard, Hydro Pump, Octazooka, Outrage, Swift, Frustration (Shadow), Return (Purified)"
231,Phanpy,Ground,107,98,207,"Rock Smash, Tackle","Body Slam, Bulldoze, Rock Slide, Trailblaze, Frustration (Shadow), Return (Purified)"
232,Donphan,Ground,214,185,207,"Charm, Counter, Mud-Slap, Tackle","Body Slam, Earthquake, Heavy Slam, Play Rough, Trailblaze, Frustration (Shadow), Return (Purified)"
233,Porygon2,Normal,198,180,198,"Charge Beam, Hidden Power, Lock-On","Hyper Beam, Solar Beam, Tri Attack, Zap Cannon, Frustration (Shadow), Return (Purified)"
234,Stantler,Normal,192,131,177,"Tackle, Zen Headbutt","Megahorn, Stomp, Wild Charge, Frustration (Shadow), Return (Purified)"
235,Smeargle,Normal,40,83,146,,
236,Tyrogue,Fighting,64,64,111,"Rock Smash, Tackle","Brick Break, Low Sweep, Rock Slide"
237,Hitmontop,Fighting,173,207,137,"Counter, Rock Smash","Close Combat, Gyro Ball, Stone Edge, Triple Axel, Frustration (Shadow), Return (Purified)"
238,Smoochum,"Ice, Psychic",153,91,128,"Pound, Powder Snow, Frost Breath (legacy)","Ice Beam, Ice Punch, Psyshock"
239,Elekid,Electric,135,101,128,"Low Kick, Thunder Shock","Brick Break, Discharge, Thunder Punch, Thunderbolt (legacy)"
240,Magby,Fire,151,99,128,"Ember, Karate Chop","Brick Break, Fire Punch, Flame Burst, Flamethrower (legacy)"
241,Miltank,Normal,157,193,216,"Rollout, Tackle, Zen Headbutt","Body Slam, Gyro Ball, Ice Beam, Stomp, Thunderbolt"
242,Blissey,Normal,129,169,496,"Pound, Zen Headbutt","Dazzling Gleam, Hyper Beam, Psychic"
243,Raikou,Electric,241,195,207,"Thunder Shock, Volt Switch","Aura Sphere, Shadow Ball, Thunder, Thunderbolt, Wild Charge, Frustration (Shadow), Return (Purified)"
244,Entei,Fire,235,171,251,"Fire Fang, Fire Spin","Fire Blast, Flame Charge, Flamethrower, Iron Head, Overheat, Scorching Sands, Frustration (Shadow), Return (Purified)"
245,Suicune,Water,180,235,225,"Extrasensory, Ice Fang, Snarl, Water Gun, Hidden Power (legacy)","Bubble Beam, Hydro Pump, Ice Beam, Scald, Water Pulse, Frustration (Shadow), Return (Purified)"
246,Larvitar,"Rock, Ground",115,93,137,"Bite, Rock Smash","Ancient Power, Crunch, Stomp, Frustration (Shadow), Return (Purified)"
247,Pupitar,"Rock, Ground",155,133,172,"Bite, Rock Smash","Ancient Power, Crunch, Dig, Frustration (Shadow), Return (Purified)"
248,Tyranitar,"Rock, Dark",251,207,225,"Bite, Dragon Breath, Iron Tail, Smack Down (Community Day)","Brutal Swing, Crunch, Fire Blast, Stone Edge, Frustration (Shadow), Return (Purified)"
248,Mega Tyranitar,"Rock, Dark",309,276,225,,
249,Lugia,"Psychic, Flying",193,310,235,"Dragon Tail, Extrasensory","Fly, Future Sight, Hydro Pump, Sky Attack, Aeroblast (legacy), Frustration (Shadow), Return (Purified)"
249,Apex Lugia,"Psychic, Flying",193,310,235,"Dragon Tail, Extrasensory","Fly, Future Sight, Hydro Pump, Sky Attack, Aeroblast (legacy), Aeroblast+ (Shadow), Frustration (Shadow), Aeroblast++ (Purified), Return (Purified)"
250,Ho-oh,"Fire, Flying",239,244,214,"Extrasensory, Hidden Power, Incinerate, Steel Wing","Brave Bird, Fire Blast, Solar Beam, Earthquake (legacy), Sacred Fire (legacy), Frustration (Shadow), Return (Purified)"
250,Apex Ho-oh,"Fire, Flying",239,244,214,"Extrasensory, Hidden Power, Incinerate, Steel Wing","Brave Bird, Fire Blast, Solar Beam, Earthquake (legacy), Sacred Fire (legacy), Frustration (Shadow), Sacred Fire+ (Shadow), Return (Purified), Sacred Fire++ (Purified)"
251,Celebi,"Psychic, Grass",210,210,225,"Charge Beam, Confusion, Magical Leaf (legacy)","Aura Sphere, Dazzling Gleam, Hyper Beam, Leaf Storm, Psychic, Seed Bomb"
252,Treecko,Grass,124,94,120,"Bullet Seed, Pound","Aerial Ace, Energy Ball, Grass Knot, Frustration (Shadow), Return (Purified)"
253,Grovyle,Grass,172,120,137,"Bullet Seed, Quick Attack","Aerial Ace, Grass Knot, Leaf Blade, Frustration (Shadow), Return (Purified)"
254,Sceptile,Grass,223,169,172,"Bullet Seed, Fury Cutter","Aerial Ace, Breaking Swipe, Dragon Claw, Earthquake, Leaf Blade, Frenzy Plant (Community Day), Frustration (Shadow), Return (Purified)"
254,Mega Sceptile,"Grass, Dragon",320,186,172,,
255,Torchic,Fire,130,87,128,"Ember, Scratch","Flame Charge, Flamethrower, Rock Tomb, Frustration (Shadow), Return (Purified)"
256,Combusken,"Fire, Fighting",163,115,155,"Ember, Peck","Flame Charge, Flamethrower, Rock Slide, Frustration (Shadow), Return (Purified)"
257,Blaziken,"Fire, Fighting",240,141,190,"Counter, Ember, Fire Spin","Aura Sphere, Blaze Kick, Brave Bird, Focus Blast, Overheat, Stone Edge (legacy), Blast Burn (Community Day), Frustration (Shadow), Return (Purified)"
257,Mega Blaziken,"Fire, Fighting",329,168,190,,
258,Mudkip,Water,126,93,137,"Tackle, Water Gun","Dig, Sludge, Stomp, Frustration (Shadow), Return (Purified)"
259,Marshtomp,"Water, Ground",156,133,172,"Mud Shot, Water Gun","Mud Bomb, Sludge, Surf, Frustration (Shadow), Return (Purified)"
260,Swampert,"Water, Ground",208,175,225,"Mud Shot, Water Gun","Earthquake, Muddy Water, Sludge, Sludge Wave, Surf, Hydro Cannon (Community Day), Frustration (Shadow), Return (Purified)"
260,Mega Swampert,"Water, Ground",283,218,225,,
261,Poochyena,Dark,96,61,111,"Snarl, Tackle","Crunch, Dig, Poison Fang, Frustration (Shadow), Return (Purified)"
262,Mightyena,Dark,171,132,172,"Bite, Fire Fang, Ice Fang, Sucker Punch, Thunder Fang","Crunch, Play Rough, Poison Fang, Frustration (Shadow), Return (Purified)"
263,Zigzagoon,Normal,58,80,116,"Rock Smash, Sand Attack, Tackle","Dig, Grass Knot, Thunderbolt, Frustration (Shadow), Return (Purified)"
263,Galarian Zigzagoon,"Dark, Normal",58,80,116,"Tackle, Take Down","Body Slam, Dig, Swift, Frustration (Shadow), Return (Purified)"
264,Linoone,Normal,142,128,186,"Sand Attack, Shadow Claw, Tackle","Dig, Grass Knot, Swift, Thunder, Frustration (Shadow), Return (Purified)"
264,Galarian Linoone,"Dark, Normal",142,128,186,"Lick, Snarl","Body Slam, Dig, Gunk Shot, Frustration (Shadow), Return (Purified)"
265,Wurmple,Bug,75,59,128,"Bug Bite, Tackle",Struggle
266,Silcoon,Bug,60,77,137,"Bug Bite, Poison Sting",Struggle
267,Beautifly,"Bug, Flying",189,98,155,"Infestation, Struggle Bug","Air Cutter, Bug Buzz, Silver Wind"
268,Cascoon,Bug,60,77,137,"Bug Bite, Poison Sting",Struggle
269,Dustox,"Bug, Poison",98,162,155,"Confusion, Struggle Bug","Bug Buzz, Silver Wind, Sludge Bomb"
270,Lotad,"Water, Grass",71,77,120,"Razor Leaf, Water Gun","Bubble Beam, Energy Ball, Scald"
271,Lombre,"Water, Grass",112,119,155,"Bubble, Razor Leaf","Bubble Beam, Grass Knot, Ice Beam, Scald"
272,Ludicolo,"Water, Grass",173,176,190,"Astonish, Bubble, Razor Leaf","Blizzard, Energy Ball, Hydro Pump, Ice Beam, Leaf Storm, Scald, Solar Beam, Weather Ball - Water"
273,Seedot,Grass,71,77,120,"Bullet Seed, Quick Attack","Energy Ball, Foul Play, Grass Knot, Frustration (Shadow), Return (Purified)"
274,Nuzleaf,"Grass, Dark",134,78,172,"Feint Attack, Razor Leaf","Foul Play, Grass Knot, Leaf Blade, Frustration (Shadow), Return (Purified)"
275,Shiftry,"Grass, Dark",200,121,207,"Feint Attack, Razor Leaf, Snarl, Bullet Seed (Community Day)","Foul Play, Hurricane, Leaf Blade, Leaf Tornado, Frustration (Shadow), Return (Purified)"
276,Taillow,"Normal, Flying",106,61,120,"Peck, Quick Attack","Aerial Ace, Frustration (Shadow), Return (Purified)"
